id,专业类别,亚专科,疾病/场景,中文名称,英文名称,输入,输出,量表/方程,评分解读,用途,来源类型,来源/指南,来源链接,获取渠道,真实性层级,常用程度,覆盖说明,临床使用说明,版本/年份,条目来源,来源分组,备注
CALC-0851,骨科、运动医学与康复扩展,康复,移动能力,计时起立行走测试,"Timed Up and Go Test, TUG",seconds,TUG用时和跌倒风险提示,记录计时起立行走测试秒数，并按12秒老年跌倒风险阈值提示。,用时越长提示活动能力越差；>=12秒可提示老年跌倒风险升高。,症状/功能量表,康复功能测试/CDC STEADI,CDC STEADI Timed Up and Go assessment,https://www.cdc.gov/steadi/media/pdfs/STEADI-Assessment-TUG-508.pdf,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0852,骨科、运动医学与康复扩展,康复,平衡,Tinetti平衡与步态评估,Tinetti Performance-Oriented Mobility Assessment,balance_score; gait_score,Tinetti POMA总分和跌倒风险分层,平衡0-16分和步态0-12分预评分小计相加，满分28分。,<19高跌倒风险；19-24中等风险；25-28低风险。,风险预测/预后评估,康复平衡步态量表,Tinetti Balance and Gait POMA scoring form,https://www.leadingagemn.org/assets/docs/Tinetti-Balance-Gait--POMA.pdf,外部来源公式级核对并接入Python实现,A：官方/专业协会或原始评分体系来源,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0853,眼耳鼻喉、口腔与头颈扩展,眼科,白内障/视功能,VF-14视觉功能指数,"Visual Function Index-14, VF-14",14项日常视觉功能困难程度,VF-14分数,问卷换算,越高视觉功能越好,症状/功能量表,患者报告量表,VF-14,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0854,眼耳鼻喉、口腔与头颈扩展,眼科,视觉生活质量,NEI视觉功能问卷25项,"NEI Visual Function Questionnaire-25, NEI VFQ-25",总体视力；近远活动；社会功能；心理；角色限制等,VFQ-25总分和分域,问卷换算,越高视觉相关生活质量越好,症状/功能量表,患者报告量表,NEI VFQ-25,https://www.nei.nih.gov/,临床量表/患者报告结局工具,C：标准量表或PRO工具，需确认版权和版本,中：专科门诊、研究或随访常用,量表型覆盖；适合症状评估和随访,真实使用，但部分量表有授权、翻译版本和计分版权限制,,外部来源扩展补充,,
CALC-0855,眼耳鼻喉、口腔与头颈扩展,眼科,干眼,SPEED干眼问卷,"Standard Patient Evaluation of Eye Dryness, SPEED",干涩、异物感、烧灼、疲劳频率和严重度,SPEED总分,症状频率和严重度计分,越高干眼症状越重,症状/功能量表,患者报告量表,SPEED,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0856,眼耳鼻喉、口腔与头颈扩展,眼科,眼睑痉挛,Jankovic眼睑痉挛评分,Jankovic Rating Scale,眼睑痉挛严重度和频率,JRS总分,严重度+频率评分,越高症状越重,症状/功能量表,临床量表,Jankovic Rating Scale,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0857,眼耳鼻喉、口腔与头颈扩展,耳鼻喉,面神经麻痹,House-Brackmann面神经分级,House-Brackmann Facial Nerve Grading System,grade,House-Brackmann grade and severity label,Pre-coded House-Brackmann facial nerve grade 1-6.,Higher grade indicates more severe facial nerve dysfunction.,分期/分级,临床分级体系,House-Brackmann facial paralysis scale,https://iowaprotocols.medicine.uiowa.edu/protocols/house-brackmann-facial-paralysis-scale,外部来源规则级核对并接入Python实现,B：可靠医学资料并已核规则,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于面神经功能分级记录；不能替代专科查体,,外部来源扩展补充,,Python实现采用预编码等级输入。
CALC-0858,眼耳鼻喉、口腔与头颈扩展,耳鼻喉,阻塞性睡眠呼吸暂停,Friedman舌位和扁桃体分期,Friedman Staging System,friedman_tongue_position; tonsil_size; bmi; significant_craniofacial_or_anatomic_deformity,Friedman stage I-IV,"Rule-based Friedman staging from tongue position, tonsil size, BMI, and significant anatomic deformity.",Stage reflects anatomic pattern relevant to sleep surgery selection; stage IV includes BMI >40 or significant deformity.,分期/分级,原始分类体系,Friedman staging system,https://doi.org/10.1097/00005537-200404000-00013,外部来源规则级核对并接入Python实现,A：原始评分/分类体系来源,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于解剖分期和教学；不能替代睡眠医学/耳鼻喉完整评估,,外部来源扩展补充,,Python实现采用编码输入。
CALC-0859,眼耳鼻喉、口腔与头颈扩展,耳鼻喉,儿童扁桃体,Brodsky扁桃体大小分级,Brodsky Tonsil Grading Scale,tonsillar_airway_occupation_percent; tonsils_within_fossa,Brodsky tonsil grade 0-4,"Brodsky tonsil grade from percent airway occupation, with grade 0 for tonsils within fossa.",Higher grade indicates larger tonsillar airway occupation.,分期/分级,临床分级体系,Brodsky tonsil grading scale,https://jamanetwork.com/journals/jamaotolaryngology/fullarticle/495945,外部来源规则级核对并接入Python实现,B：可靠医学资料并已核规则,中高：临床常见或教学/决策支持常用,已完成规则级外部来源核对并接入Python实现,用于扁桃体大小分级记录；不能替代专科查体,,外部来源扩展补充,,Python实现采用编码/数值输入。
CALC-0860,眼耳鼻喉、口腔与头颈扩展,口腔,口腔卫生,菌斑指数,Plaque Index,牙面菌斑厚度和覆盖情况,菌斑指数,Silness-Loe或O'Leary计分,越高口腔卫生越差,症状/功能量表,口腔指数,Plaque Index,https://www.who.int/,外部来源公式级核对并接入Python实现,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0861,眼耳鼻喉、口腔与头颈扩展,口腔,牙龈炎,牙龈指数,Gingival Index,牙龈颜色、水肿、出血倾向,GI分数,Loe-Silness牙龈指数,越高牙龈炎症越重,症状/功能量表,口腔指数,Gingival Index,https://www.who.int/,外部来源公式级核对并接入Python实现,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0862,眼耳鼻喉、口腔与头颈扩展,口腔,牙齿外伤,牙外伤IADT分类支持,IADT Dental Trauma Classification Support,牙折裂类型；脱位；牙根发育；时间；保存介质,损伤分类和处理路径提示,IADT指南分类,用于牙外伤急诊分流,分诊/流程决策,专业指南,IADT Guidelines,https://www.iadt-dentaltrauma.org/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0863,公共卫生、职业医学与生活方式,吸烟,烟草依赖,Fagerstrom尼古丁依赖测试,Fagerstrom Test for Nicotine Dependence,晨起吸烟时间；每日支数；禁烟场所困难；最难放弃支；早晨更多；病中吸烟,尼古丁依赖程度,6题计分,分数越高依赖越重,筛查/预警,患者报告量表,Fagerstrom Test,https://qxmd.com/calculate/,官方指南/专业协会/监管或分期体系,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,指南级覆盖；适合做正式模块，但需锁定版本,真实临床使用；实现时需核对最新指南、适用人群和授权,,外部来源扩展补充,,
CALC-0864,公共卫生、职业医学与生活方式,饮酒,饮酒风险,AUDIT酒精使用障碍识别测试,"Alcohol Use Disorders Identification Test, AUDIT",饮酒频率；饮酒量；失控；伤害；依赖相关问题,AUDIT总分,10题计分,高分提示有害饮酒或依赖风险,筛查/预警,WHO筛查工具,WHO AUDIT,https://www.who.int/,外部来源公式级核对并接入Python实现,A：官方或专业协会来源,高：对应专科真实临床常用或指南推荐,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0865,公共卫生、职业医学与生活方式,药物使用,药物滥用筛查,DAST-10药物滥用筛查,Drug Abuse Screening Test-10,非医疗药物使用相关10项问题,DAST-10总分,10题是/否计分,分数越高药物使用问题越重,筛查/预警,筛查量表,DAST-10,https://qxmd.com/calculate/,外部来源公式级核对并接入Python实现,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,已完成公式/规则级外部来源核对并接入Python实现,用于临床决策支持、教学或质量评估；不能替代完整指南和临床判断,,外部来源扩展补充,,Python实现采用预编码或预评分输入，未复刻受版权保护的完整问卷题干。
CALC-0866,公共卫生、职业医学与生活方式,压力,心理压力,压力知觉量表10项,"Perceived Stress Scale-10, PSS-10",过去一个月压力感受和应对感10项,PSS-10总分,10题0-4分,分数越高主观压力越高,症状/功能量表,患者报告量表,PSS-10,https://qxmd.com/calculate/,医学计算器平台汇总,B：临床计算器平台收录，需回源核公式,中高：临床常见或教学/决策支持常用,平台级覆盖；适合候选清单，公式需逐项回源验证,多为真实使用的临床决策支持工具，但不能替代原始指南,,外部来源扩展补充,,
CALC-0867,公共卫生、职业医学与生活方式,运动,体力活动,国际体力活动问卷,"International Physical Activity Questionnaire, IPAQ",步行、中等、高强度活动频率和时长；久坐,MET-min/week和活动等级,IPAQ计分规则,低、中、高体力活动水平,生活方式评估,患者报告量表,IPAQ,https://sites.google.com/view/ipaq/home,专业机构/量表官网/大学或研究工具,C：可追溯外部来源，需确认版本、版权和适用人群,中：专科、研究或随访场景常用，泛临床频率不一,可追溯来源覆盖；适合候选清单，实施前需逐项核原始公式,真实存在且可追溯；是否适合上线取决于授权、验证质量和本地化,,外部来源扩展补充,,
